features
b'ENSG00000228423'
b'ENSG00000074800'
b'ENSG00000230679'
b'ENSG00000131686'
b'ENSG00000197241'
b'ENSG00000142583'
b'ENSG00000180758'
b'ENSG00000234546'
b'ENSG00000049239'
b'ENSG00000171621'
b'ENSG00000235263'
b'ENSG00000171612'
b'ENSG00000188807'
b'ENSG00000171608'
b'ENSG00000171603'
b'ENSG00000178585'
b'ENSG00000223989'
b'ENSG00000162441'
b'ENSG00000173614'
b'ENSG00000162444'
b'ENSG00000130939'
b'ENSG00000054523'
b'ENSG00000142657'
b'ENSG00000271989'
b'ENSG00000251503'
b'ENSG00000175279'
b'ENSG00000241563'
b'ENSG00000160049'
b'ENSG00000203469'
b'ENSG00000142655'
b'ENSG00000130940'
b'ENSG00000272078'
b'ENSG00000175262'
b'ENSG00000120948'
b'ENSG00000009724'
b'ENSG00000116649'
b'ENSG00000171824'
b'ENSG00000226849'
b'ENSG00000230337'
b'ENSG00000198793'
b'ENSG00000225602'
b'ENSG00000171819'
b'ENSG00000120942'
b'ENSG00000204624'
b'ENSG00000235643'
b'ENSG00000116661'
b'ENSG00000132879'
b'ENSG00000116663'
b'ENSG00000116670'
b'ENSG00000162490'
b'ENSG00000177674'
b'ENSG00000215910'
b'ENSG00000177553'
b'ENSG00000177000'
b'ENSG00000011021'
b'ENSG00000175206'
b'ENSG00000120937'
b'ENSG00000116685'
b'ENSG00000083444'
b'ENSG00000116688'
b'ENSG00000116691'
b'ENSG00000120949'
b'ENSG00000028137'
b'ENSG00000048707'
b'ENSG00000229484'
b'ENSG00000162496'
b'ENSG00000272482'
b'ENSG00000204518'
b'ENSG00000188984'
b'ENSG00000157330'
b'ENSG00000116726'
b'ENSG00000116721'
b'ENSG00000228338'
b'ENSG00000179172'
b'ENSG00000120952'
b'ENSG00000243073'
b'ENSG00000187545'
b'ENSG00000204510'
b'ENSG00000232423'
b'ENSG00000229571'
b'ENSG00000204505'
b'ENSG00000233336'
b'ENSG00000204501'
b'ENSG00000182330'
b'ENSG00000228229'
b'ENSG00000204481'
b'ENSG00000204480'
b'ENSG00000204479'
b'ENSG00000204478'
b'ENSG00000162494'
b'ENSG00000259961'
b'ENSG00000162493'
b'ENSG00000237445'
b'ENSG00000116731'
b'ENSG00000231606'
b'ENSG00000234593'
b'ENSG00000189337'
b'ENSG00000175147'
b'ENSG00000171729'
b'ENSG00000204464'
b'ENSG00000142621'
b'ENSG00000233485'
b'ENSG00000236045'
b'ENSG00000228140'
b'ENSG00000142634'
b'ENSG00000162438'
b'ENSG00000142615'
b'ENSG00000215704'
b'ENSG00000132906'
b'ENSG00000116138'
b'ENSG00000272510'
b'ENSG00000116771'
b'ENSG00000237301'
b'ENSG00000197312'
b'ENSG00000215695'
b'ENSG00000271742'
b'ENSG00000116786'
b'ENSG00000237938'
b'ENSG00000162461'
b'ENSG00000224459'
b'ENSG00000162460'
b'ENSG00000162458'
b'ENSG00000065526'
b'ENSG00000116809'
b'ENSG00000183888'
b'ENSG00000233078'
b'ENSG00000173641'
b'ENSG00000186510'
b'ENSG00000184908'
b'ENSG00000185519'
b'ENSG00000142627'
b'ENSG00000227959'
b'ENSG00000224621'
b'ENSG00000234166'
b'ENSG00000142632'
b'ENSG00000132881'
b'ENSG00000037637'
b'ENSG00000055070'
b'ENSG00000187144'
b'ENSG00000157191'
b'ENSG00000226029'
b'ENSG00000261135'
b'ENSG00000224174'
b'ENSG00000219481'
b'ENSG00000271732'
b'ENSG00000058453'
b'ENSG00000223643'
b'ENSG00000230239'
b'ENSG00000238142'
b'ENSG00000272426'
b'ENSG00000117122'
b'ENSG00000226526'
b'ENSG00000159363'
b'ENSG00000117118'
b'ENSG00000117115'
b'ENSG00000204362'
b'ENSG00000142623'
b'ENSG00000142619'
b'ENSG00000159339'
b'ENSG00000227751'
b'ENSG00000179051'
b'ENSG00000074964'
b'ENSG00000236648'
b'ENSG00000117148'
b'ENSG00000261781'
b'ENSG00000117154'
b'ENSG00000230035'
b'ENSG00000225387'
b'ENSG00000179023'
b'ENSG00000009709'
b'ENSG00000179002'
b'ENSG00000159423'
b'ENSG00000169991'
b'ENSG00000127481'
b'ENSG00000230424'
b'ENSG00000127463'
b'ENSG00000053372'
b'ENSG00000162482'
b'ENSG00000053371'
b'ENSG00000040487'
b'ENSG00000077549'
b'ENSG00000235185'
b'ENSG00000173436'
b'ENSG00000270136'
b'ENSG00000158747'
b'ENSG00000158748'
b'ENSG00000162542'
b'ENSG00000178828'
b'ENSG00000235434'
b'ENSG00000169914'
b'ENSG00000188784'
b'ENSG00000188257'
b'ENSG00000127472'
b'ENSG00000117215'
b'ENSG00000158786'
b'ENSG00000227066'
b'ENSG00000187980'
b'ENSG00000162543'
b'ENSG00000228105'
b'ENSG00000158816'
b'ENSG00000226664'
b'ENSG00000226487'
b'ENSG00000162545'
b'ENSG00000090432'
b'ENSG00000183114'
b'ENSG00000158825'
b'ENSG00000158828'
b'ENSG00000117242'
b'ENSG00000244038'
b'ENSG00000117245'
b'ENSG00000189410'
b'ENSG00000233069'
b'ENSG00000127483'
b'ENSG00000075151'
b'ENSG00000117298'
b'ENSG00000236936'
b'ENSG00000231105'
b'ENSG00000236009'
b'ENSG00000142794'
b'ENSG00000162551'
b'ENSG00000233431'
b'ENSG00000076864'
b'ENSG00000090686'
b'ENSG00000187942'
b'ENSG00000142798'
b'ENSG00000219073'
b'ENSG00000142789'
b'ENSG00000228397'
b'ENSG00000218510'
b'ENSG00000070831'
b'ENSG00000162552'
b'ENSG00000184677'
b'ENSG00000070886'
b'ENSG00000173372'
b'ENSG00000159189'
b'ENSG00000173369'
b'ENSG00000133216'
b'ENSG00000225952'
b'ENSG00000215906'
b'ENSG00000227868'
b'ENSG00000004487'
b'ENSG00000240553'
b'ENSG00000169641'
b'ENSG00000179546'
b'ENSG00000125944'
b'ENSG00000125945'
b'ENSG00000271420'
b'ENSG00000204219'
b'ENSG00000088280'
b'ENSG00000007968'
b'ENSG00000235052'
b'ENSG00000117318'
b'ENSG00000197880'
b'ENSG00000142676'
b'ENSG00000011007'
b'ENSG00000057757'
b'ENSG00000011009'
b'ENSG00000117308'
b'ENSG00000117305'
b'ENSG00000179163'
b'ENSG00000188822'
b'ENSG00000232557'
b'ENSG00000225315'
b'ENSG00000142661'
b'ENSG00000230703'
b'ENSG00000142677'
b'ENSG00000185436'
b'ENSG00000230023'
b'ENSG00000232298'
b'ENSG00000158055'
b'ENSG00000001460'
b'ENSG00000001461'
b'ENSG00000117602'
b'ENSG00000264443'
b'ENSG00000184454'
b'ENSG00000133226'
b'ENSG00000169504'
b'ENSG00000020633'
b'ENSG00000229162'
b'ENSG00000261025'
b'ENSG00000233755'
b'ENSG00000231953'
b'ENSG00000117614'
b'ENSG00000272432'
b'ENSG00000187010'
b'ENSG00000183726'
b'ENSG00000188672'
b'ENSG00000204178'
b'ENSG00000157978'
b'ENSG00000225643'
b'ENSG00000117643'
b'ENSG00000233478'
b'ENSG00000162430'
b'ENSG00000255054'
b'ENSG00000228172'
b'ENSG00000117640'
b'ENSG00000272478'
b'ENSG00000127423'
b'ENSG00000236528'
b'ENSG00000182749'
b'ENSG00000117632'
b'ENSG00000158006'
b'ENSG00000158008'
b'ENSG00000158014'
b'ENSG00000158022'
b'ENSG00000175087'
b'ENSG00000197245'
b'ENSG00000236782'
b'ENSG00000142684'
b'ENSG00000142675'
b'ENSG00000188782'
b'ENSG00000130695'
b'ENSG00000142669'
b'ENSG00000158062'
b'ENSG00000169442'
b'ENSG00000176092'
b'ENSG00000176083'
b'ENSG00000131914'
b'ENSG00000117682'
b'ENSG00000225891'
b'ENSG00000198830'
b'ENSG00000117676'
b'ENSG00000260063'
b'ENSG00000117713'
b'ENSG00000060642'
b'ENSG00000204160'
b'ENSG00000175793'
b'ENSG00000142751'
b'ENSG00000226698'
b'ENSG00000198746'
b'ENSG00000090273'
b'ENSG00000131910'
b'ENSG00000253368'
b'ENSG00000158246'
b'ENSG00000090020'
b'ENSG00000224311'
b'ENSG00000142784'
b'ENSG00000186501'
b'ENSG00000142765'
b'ENSG00000142733'
b'ENSG00000142748'
b'ENSG00000174950'
b'ENSG00000181773'
b'ENSG00000158195'
b'ENSG00000241169'
b'ENSG00000237429'
b'ENSG00000126705'
b'ENSG00000000938'
b'ENSG00000233975'
b'ENSG00000126709'
b'ENSG00000225886'
b'ENSG00000009780'
b'ENSG00000117758'
b'ENSG00000117751'
b'ENSG00000130775'
b'ENSG00000117748'
b'ENSG00000130768'
b'ENSG00000227050'
b'ENSG00000158156'
b'ENSG00000158161'
b'ENSG00000169403'
b'ENSG00000126698'
b'ENSG00000130770'
b'ENSG00000270605'
b'ENSG00000271398'
b'ENSG00000130766'
b'ENSG00000130772'
b'ENSG00000204138'
b'ENSG00000180198'
b'ENSG00000180098'
b'ENSG00000197989'
b'ENSG00000120656'
b'ENSG00000188060'
b'ENSG00000270103'
b'ENSG00000162419'
b'ENSG00000198492'
b'ENSG00000116329'
b'ENSG00000233427'
b'ENSG00000159023'
b'ENSG00000253304'
b'ENSG00000225750'
b'ENSG00000116350'
b'ENSG00000116353'
b'ENSG00000237934'
b'ENSG00000060656'
b'ENSG00000230523'
b'ENSG00000228176'
b'ENSG00000233399'
b'ENSG00000233372'
b'ENSG00000236335'
b'ENSG00000231949'
b'ENSG00000162510'
b'ENSG00000186056'
b'ENSG00000162511'
b'ENSG00000229607'
b'ENSG00000235143'
b'ENSG00000162512'
b'ENSG00000134644'
b'ENSG00000084628'
b'ENSG00000060688'
b'ENSG00000121766'
b'ENSG00000229044'
b'ENSG00000121769'
b'ENSG00000229167'
b'ENSG00000142910'
b'ENSG00000121764'
b'ENSG00000162517'
b'ENSG00000235790'
b'ENSG00000264078'
b'ENSG00000084636'
b'ENSG00000254545'
b'ENSG00000134668'
b'ENSG00000203620'
b'ENSG00000269967'
b'ENSG00000184007'
b'ENSG00000228634'
b'ENSG00000121774'
b'ENSG00000203325'
b'ENSG00000121775'
b'ENSG00000025800'
b'ENSG00000084652'
b'ENSG00000160050'
b'ENSG00000224066'
b'ENSG00000160051'
b'ENSG00000222046'
b'ENSG00000160055'
b'ENSG00000084623'
b'ENSG00000183615'
b'ENSG00000182866'
b'ENSG00000116478'
b'ENSG00000175130'
b'ENSG00000233775'
b'ENSG00000162526'
b'ENSG00000225828'
b'ENSG00000160058'
b'ENSG00000254553'
b'ENSG00000273274'
b'ENSG00000160062'
b'ENSG00000176261'
b'ENSG00000162521'
b'ENSG00000162520'
b'ENSG00000224409'
b'ENSG00000162522'
b'ENSG00000134684'
b'ENSG00000116497'
b'ENSG00000160097'
b'ENSG00000121905'
b'ENSG00000121900'
b'ENSG00000116514'
b'ENSG00000236065'
b'ENSG00000004455'
b'ENSG00000116525'
b'ENSG00000160094'
b'ENSG00000270115'
b'ENSG00000184389'
b'ENSG00000225313'
b'ENSG00000134686'
b'ENSG00000233246'
b'ENSG00000121903'
b'ENSG00000121904'
b'ENSG00000176256'
b'ENSG00000142698'
b'ENSG00000163866'
b'ENSG00000189280'
b'ENSG00000189433'
b'ENSG00000255811'
b'ENSG00000188910'
b'ENSG00000187513'
b'ENSG00000230163'
b'ENSG00000116544'
b'ENSG00000243749'
b'ENSG00000197056'
b'ENSG00000116560'
b'ENSG00000146463'
b'ENSG00000227409'
b'ENSG00000142687'
b'ENSG00000020129'
b'ENSG00000239636'
b'ENSG00000116819'
b'ENSG00000126067'
b'ENSG00000142686'
b'ENSG00000092853'
b'ENSG00000232335'
b'ENSG00000134698'
b'ENSG00000092847'
b'ENSG00000271914'
b'ENSG00000126070'
b'ENSG00000271554'
b'ENSG00000092850'
b'ENSG00000116863'
b'ENSG00000171812'
b'ENSG00000054116'
b'ENSG00000116871'
b'ENSG00000054118'
b'ENSG00000214193'
b'ENSG00000142694'
b'ENSG00000196182'
b'ENSG00000181817'
b'ENSG00000116885'
b'ENSG00000116898'
b'ENSG00000119535'
b'ENSG00000234481'
b'ENSG00000163873'
b'ENSG00000223944'
b'ENSG00000163874'
b'ENSG00000163875'
b'ENSG00000163877'
b'ENSG00000163879'
b'ENSG00000134697'
b'ENSG00000169218'
b'ENSG00000116922'
b'ENSG00000134690'
b'ENSG00000183317'
b'ENSG00000185090'
b'ENSG00000233728'
b'ENSG00000196449'
b'ENSG00000197982'
b'ENSG00000188786'
b'ENSG00000204084'
b'ENSG00000230955'
b'ENSG00000183431'
b'ENSG00000183386'
b'ENSG00000183520'
b'ENSG00000185668'
b'ENSG00000224592'
b'ENSG00000238063'
b'ENSG00000116954'
b'ENSG00000228436'
b'ENSG00000214114'
b'ENSG00000131233'
b'ENSG00000158315'
b'ENSG00000174574'
b'ENSG00000168653'
b'ENSG00000127603'
b'ENSG00000226438'
b'ENSG00000183682'
b'ENSG00000090621'
b'ENSG00000228060'
b'ENSG00000163909'
b'ENSG00000225903'
b'ENSG00000116981'
b'ENSG00000116983'
b'ENSG00000084072'
b'ENSG00000116985'
b'ENSG00000198754'
b'ENSG00000261798'
b'ENSG00000043514'
b'ENSG00000116990'
b'ENSG00000236546'
b'ENSG00000168389'
b'ENSG00000131236'
b'ENSG00000131238'
b'ENSG00000117000'
b'ENSG00000188800'
b'ENSG00000259943'
b'ENSG00000084073'
b'ENSG00000049089'
b'ENSG00000084070'
b'ENSG00000187801'
b'ENSG00000187815'
b'ENSG00000238287'
b'ENSG00000164002'
b'ENSG00000227278'
b'ENSG00000238186'
b'ENSG00000117010'
b'ENSG00000117016'
b'ENSG00000237899'
b'ENSG00000066136'
b'ENSG00000117013'
b'ENSG00000179862'
b'ENSG00000229528'
b'ENSG00000171793'
b'ENSG00000171790'
b'ENSG00000010803'
b'ENSG00000235358'
b'ENSG00000204060'
b'ENSG00000229901'
b'ENSG00000127129'
b'ENSG00000127124'
b'ENSG00000230881'
b'ENSG00000044012'
b'ENSG00000197273'
b'ENSG00000198815'
b'ENSG00000177181'
b'ENSG00000066185'
b'ENSG00000127125'
b'ENSG00000186409'
b'ENSG00000171960'
b'ENSG00000234917'
b'ENSG00000065978'
b'ENSG00000164007'
b'ENSG00000164008'
b'ENSG00000228452'
b'ENSG00000164010'
b'ENSG00000228192'
b'ENSG00000164011'
b'ENSG00000117394'
b'ENSG00000227533'
b'ENSG00000186973'
b'ENSG00000117395'
b'ENSG00000179178'
b'ENSG00000253313'
b'ENSG00000066056'
b'ENSG00000117400'
b'ENSG00000234694'
b'ENSG00000117399'
b'ENSG00000066322'
b'ENSG00000159479'
b'ENSG00000229431'
b'ENSG00000198198'
b'ENSG00000229372'
b'ENSG00000178922'
b'ENSG00000229348'
b'ENSG00000142949'
b'ENSG00000066135'
b'ENSG00000236200'
b'ENSG00000126091'
b'ENSG00000229444'
b'ENSG00000117407'
b'ENSG00000237950'
b'ENSG00000117408'
b'ENSG00000132768'
b'ENSG00000117410'
b'ENSG00000117411'
b'ENSG00000159214'
b'ENSG00000196517'
b'ENSG00000230615'
b'ENSG00000171872'
b'ENSG00000178028'
b'ENSG00000117419'
b'ENSG00000187147'
b'ENSG00000126106'
b'ENSG00000198520'
b'ENSG00000142945'
b'ENSG00000225721'
b'ENSG00000142937'
b'ENSG00000142959'
b'ENSG00000173846'
b'ENSG00000188396'
b'ENSG00000222009'
b'ENSG00000117425'
b'ENSG00000070785'
b'ENSG00000126107'
b'ENSG00000126088'
b'ENSG00000162415'
b'ENSG00000186603'
b'ENSG00000132781'
b'ENSG00000132773'
b'ENSG00000070759'
b'ENSG00000132763'
b'ENSG00000117450'
b'ENSG00000117448'
b'ENSG00000132780'
b'ENSG00000159588'
b'ENSG00000159592'
b'ENSG00000159596'
b'ENSG00000197429'
b'ENSG00000086015'
b'ENSG00000117461'
b'ENSG00000226957'
b'ENSG00000227857'
b'ENSG00000117472'
b'ENSG00000250719'
b'ENSG00000085998'
b'ENSG00000171357'
b'ENSG00000085999'
b'ENSG00000132128'
b'ENSG00000173660'
b'ENSG00000117481'
b'ENSG00000117480'
b'ENSG00000197587'
b'ENSG00000269956'
b'ENSG00000162456'
b'ENSG00000079277'
b'ENSG00000142961'
b'ENSG00000123472'
b'ENSG00000186118'
b'ENSG00000228237'
b'ENSG00000159658'
b'ENSG00000142973'
b'ENSG00000187048'
b'ENSG00000186377'
b'ENSG00000186160'
b'ENSG00000225506'
b'ENSG00000162365'
b'ENSG00000224805'
b'ENSG00000162366'
b'ENSG00000162367'
b'ENSG00000226252'
b'ENSG00000123473'
b'ENSG00000162368'
b'ENSG00000186790'
b'ENSG00000237424'
b'ENSG00000186564'
b'ENSG00000227947'
b'ENSG00000269113'
b'ENSG00000223814'
b'ENSG00000225028'
b'ENSG00000226133'
b'ENSG00000231413'
b'ENSG00000223720'
b'ENSG00000117834'
b'ENSG00000272491'
b'ENSG00000132122'
b'ENSG00000186094'
b'ENSG00000162373'
b'ENSG00000229846'
b'ENSG00000230114'
b'ENSG00000162374'
b'ENSG00000237337'
b'ENSG00000233407'
b'ENSG00000142700'
b'ENSG00000185104'
b'ENSG00000225767'
b'ENSG00000123080'
b'ENSG00000204006'
b'ENSG00000123091'
b'ENSG00000236434'
b'ENSG00000085831'
b'ENSG00000085832'
b'ENSG00000238140'
b'ENSG00000227070'
b'ENSG00000117859'
b'ENSG00000266993'
b'ENSG00000272175'
b'ENSG00000169213'
b'ENSG00000117862'
b'ENSG00000198841'
b'ENSG00000223390'
b'ENSG00000228369'
b'ENSG00000134717'
b'ENSG00000157077'
b'ENSG00000154222'
b'ENSG00000272100'
b'ENSG00000085840'
b'ENSG00000134748'
b'ENSG00000134744'
b'ENSG00000272371'
b'ENSG00000116157'
b'ENSG00000182183'
b'ENSG00000162378'
b'ENSG00000203995'
b'ENSG00000242391'
b'ENSG00000121310'
b'ENSG00000116171'
b'ENSG00000174348'
b'ENSG00000232993'
b'ENSG00000162383'
b'ENSG00000235563'
b'ENSG00000157184'
b'ENSG00000236723'
b'ENSG00000162384'
b'ENSG00000259818'
b'ENSG00000162385'
b'ENSG00000226754'
b'ENSG00000157193'
b'ENSG00000234578'
b'ENSG00000228838'
b'ENSG00000232762'
b'ENSG00000225675'
b'ENSG00000226938'
b'ENSG00000230138'
b'ENSG00000143006'
b'ENSG00000174332'
b'ENSG00000058804'
b'ENSG00000058799'
b'ENSG00000211452'
b'ENSG00000081870'
b'ENSG00000116212'
b'ENSG00000203985'
b'ENSG00000116209'
b'ENSG00000116205'
b'ENSG00000157211'
b'ENSG00000256407'
b'ENSG00000215883'
b'ENSG00000116221'
b'ENSG00000157216'
b'ENSG00000198711'
b'ENSG00000225632'
b'ENSG00000232245'
b'ENSG00000235741'
b'ENSG00000162390'
b'ENSG00000162391'
b'ENSG00000184313'
b'ENSG00000271723'
b'ENSG00000243725'
b'ENSG00000162396'
b'ENSG00000006555'
b'ENSG00000237453'
b'ENSG00000116133'
b'ENSG00000242396'
b'ENSG00000233203'
b'ENSG00000143001'
b'ENSG00000233271'
b'ENSG00000162399'
b'ENSG00000169174'
b'ENSG00000162402'
b'ENSG00000231090'
b'ENSG00000230250'
b'ENSG00000233079'
b'ENSG00000235612'
b'ENSG00000260971'
b'ENSG00000223956'
b'ENSG00000162409'
b'ENSG00000187889'
b'ENSG00000229913'
b'ENSG00000157131'
b'ENSG00000021852'
b'ENSG00000236341'
b'ENSG00000173406'
b'ENSG00000227935'
b'ENSG00000235038'
b'ENSG00000162600'
b'ENSG00000184292'
b'ENSG00000162601'
b'ENSG00000177606'
b'ENSG00000272226'
b'ENSG00000231740'
b'ENSG00000232453'
b'ENSG00000241042'
b'ENSG00000235215'
b'ENSG00000270457'
b'ENSG00000172456'
b'ENSG00000226883'
b'ENSG00000134709'
b'ENSG00000134716'
b'ENSG00000162598'
b'ENSG00000238242'
b'ENSG00000226476'
b'ENSG00000231252'
b'ENSG00000162599'
b'ENSG00000162604'
b'ENSG00000271200'
b'ENSG00000132849'
b'ENSG00000240563'
b'ENSG00000132854'
b'ENSG00000162607'
b'ENSG00000116641'
b'ENSG00000132855'
b'ENSG00000235545'
b'ENSG00000125703'
b'ENSG00000234318'
b'ENSG00000229537'
b'ENSG00000227485'
b'ENSG00000229225'
b'ENSG00000203605'
b'ENSG00000228734'
b'ENSG00000187140'
b'ENSG00000088035'
b'ENSG00000142856'
b'ENSG00000203965'
b'ENSG00000079739'
b'ENSG00000185483'
b'ENSG00000177414'
b'ENSG00000158966'
b'ENSG00000162437'
b'ENSG00000162434'
b'ENSG00000272506'
b'ENSG00000162433'
b'ENSG00000116675'
b'ENSG00000229294'
b'ENSG00000213625'
b'ENSG00000116678'
b'ENSG00000184588'
b'ENSG00000227466'
b'ENSG00000118473'
b'ENSG00000152760'
b'ENSG00000172410'
b'ENSG00000152763'
b'ENSG00000231080'
b'ENSG00000198160'
b'ENSG00000116704'
b'ENSG00000203963'
b'ENSG00000162594'
b'ENSG00000081985'
b'ENSG00000142864'
b'ENSG00000116717'
b'ENSG00000172380'
b'ENSG00000232284'
b'ENSG00000162595'
b'ENSG00000116729'
b'ENSG00000116745'
b'ENSG00000024526'
b'ENSG00000233589'
b'ENSG00000223883'
b'ENSG00000235446'
b'ENSG00000229639'
b'ENSG00000033122'
b'ENSG00000237919'
b'ENSG00000066557'
b'ENSG00000116754'
b'ENSG00000228988'
b'ENSG00000118454'
b'ENSG00000197568'
b'ENSG00000226088'
b'ENSG00000116761'
b'ENSG00000271992'
b'ENSG00000229051'
b'ENSG00000226208'
b'ENSG00000050628'
b'ENSG00000235782'
b'ENSG00000235079'
b'ENSG00000132485'
b'ENSG00000172260'
b'ENSG00000231985'
b'ENSG00000225087'
b'ENSG00000227016'
b'ENSG00000223479'
b'ENSG00000162620'
b'ENSG00000254685'
b'ENSG00000259030'
b'ENSG00000116783'
b'ENSG00000237324'
b'ENSG00000233894'
b'ENSG00000162621'
b'ENSG00000272864'
b'ENSG00000116791'
b'ENSG00000162623'
b'ENSG00000229943'
b'ENSG00000261213'
b'ENSG00000224127'
b'ENSG00000162624'
b'ENSG00000224149'
b'ENSG00000137968'
b'ENSG00000117054'
b'ENSG00000137955'
b'ENSG00000057468'
b'ENSG00000154007'
b'ENSG00000225605'
b'ENSG00000230027'
b'ENSG00000184005'
b'ENSG00000272855'
b'ENSG00000237552'
b'ENSG00000117069'
b'ENSG00000230498'
b'ENSG00000142892'
b'ENSG00000154027'
b'ENSG00000233099'
b'ENSG00000036549'
b'ENSG00000077254'
b'ENSG00000180488'
b'ENSG00000235927'
b'ENSG00000162614'
b'ENSG00000162613'
b'ENSG00000162616'
b'ENSG00000137960'
b'ENSG00000273338'
b'ENSG00000122420'
b'ENSG00000137959'
b'ENSG00000137965'
b'ENSG00000235011'
b'ENSG00000260322'
b'ENSG00000225598'
b'ENSG00000234184'
b'ENSG00000234953'
b'ENSG00000236676'
b'ENSG00000233290'
b'ENSG00000231364'
b'ENSG00000233008'
b'ENSG00000237076'
b'ENSG00000137941'
b'ENSG00000271576'
b'ENSG00000142875'
b'ENSG00000203943'
b'ENSG00000137976'
b'ENSG00000117133'
b'ENSG00000174021'
b'ENSG00000117151'
b'ENSG00000117155'
b'ENSG00000171517'
b'ENSG00000153898'
b'ENSG00000162643'
b'ENSG00000055732'
b'ENSG00000097096'
b'ENSG00000162642'
b'ENSG00000142867'
b'ENSG00000223653'
b'ENSG00000153904'
b'ENSG00000273264'
b'ENSG00000272691'
b'ENSG00000142871'
b'ENSG00000230285'
b'ENSG00000117174'
b'ENSG00000171502'
